Gene,Drug,Interaction Type,Directionality,Source,PMID,Interaction Score
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP9"" target=""_blank"">AQP9</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=UREA"" target=""_blank"">UREA</a>",N/A,N/A,NCI,"<a href=""https://pubmed.ncbi.nlm.nih.gov/12594337/"" target=""_blank"">12594337</a>",0.1841403829237584
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP9"" target=""_blank"">AQP9</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=%5B125I%5D3-N3-PHPA-LVA"" target=""_blank"">[125I]3-N3-PHPA-LVA</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.8286317231569131
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP9"" target=""_blank"">AQP9</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=ARGIPRESTOCIN"" target=""_blank"">ARGIPRESTOCIN</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.2071579307892282
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP9"" target=""_blank"">AQP9</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=D%5BPEN1%2CTYR%28ME%292%5DAVP"" target=""_blank"">D[PEN1,TYR(ME)2]AVP</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.2762105743856377
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP9"" target=""_blank"">AQP9</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=D%28CH2%295%5BTYR%28ME%292%5DAVP"" target=""_blank"">D(CH2)5[TYR(ME)2]AVP</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.2071579307892282
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP9"" target=""_blank"">AQP9</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=ARGIPRESSIN"" target=""_blank"">ARGIPRESSIN</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.0318704508906505
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=HG2%2B"" target=""_blank"">HG2+</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.1740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=HEMOKININ%201"" target=""_blank"">HEMOKININ 1</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5800422062098393
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=KASSININ"" target=""_blank"">KASSININ</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.8700633093147588
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SAREDUTANT"" target=""_blank"">SAREDUTANT</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.4350316546573794
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=OSANETANT"" target=""_blank"">OSANETANT</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5800422062098393
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=PAVINETANT"" target=""_blank"">PAVINETANT</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.8700633093147588
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=NEUROKININ%20A"" target=""_blank"">NEUROKININ A</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5800422062098393
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=PD%20161182"" target=""_blank"">PD 161182</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=PD%20154740"" target=""_blank"">PD 154740</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SUBSTANCE%20P"" target=""_blank"">SUBSTANCE P</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.4350316546573794
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SENKTIDE"" target=""_blank"">SENKTIDE</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5800422062098393
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=N%27%2C2-DIPHENYLQUINOLINE-4-CARBOHYDRAZIDE%208M"" target=""_blank"">N',2-DIPHENYLQUINOLINE-4-CARBOHYDRAZIDE 8M</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=ELEDOISIN"" target=""_blank"">ELEDOISIN</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.8700633093147588
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=TALNETANT"" target=""_blank"">TALNETANT</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5800422062098393
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=NEUROKININ%20B"" target=""_blank"">NEUROKININ B</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5800422062098393
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=%5BPHE%28ME%297%5DNEUROKININ%20B"" target=""_blank"">[PHE(ME)7]NEUROKININ B</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.8700633093147588
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=PD157672"" target=""_blank"">PD157672</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=GSK%20172981"" target=""_blank"">GSK 172981</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=%5B125I%5D%5BMEPHE7%5DNKB"" target=""_blank"">[125I][MEPHE7]NKB</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SB%20235375"" target=""_blank"">SB 235375</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=%5BPRO7%5DNEUROKININ%20B"" target=""_blank"">[PRO7]NEUROKININ B</a>",agonist,ACTIVATING,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=FEZOLINETANT"" target=""_blank"">FEZOLINETANT</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.8700633093147588
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SB%20218795"" target=""_blank"">SB 218795</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.4350316546573794
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SB%20222200"" target=""_blank"">SB 222200</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.2485895169470739
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=N%26%238242%3B%2C2-DIPHENYLQUINOLINE-4-CARBOHYDRAZIDE"" target=""_blank"">N&#8242;,2-DIPHENYLQUINOLINE-4-CARBOHYDRAZIDE</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=GSK%20256471"" target=""_blank"">GSK 256471</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=GR138676"" target=""_blank"">GR138676</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SSR%20146977"" target=""_blank"">SSR 146977</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",1.740126618629517
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=SCH%20206272"" target=""_blank"">SCH 206272</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.5800422062098393
"<a href=""https://dgidb.org/results?searchType=gene&searchTerms=AQP5"" target=""_blank"">AQP5</a>","<a href=""https://dgidb.org/results?searchType=drug&searchTerms=FK%20224"" target=""_blank"">FK 224</a>",inhibitor,INHIBITORY,GuideToPharmacology,"<a href=""https://pubmed.ncbi.nlm.nih.gov/N/A/"" target=""_blank"">N/A</a>",0.8700633093147588
